Unnamed: 0,id,name,comment,rating,review_date,sentiment
767,768,Carol Sánchez,me gusta este gym en invierno ahora en verano no le dan ni al aire hace mucho calor y se entrena fatal hay personal super agradable como juan o la chica de la limpieza de por las mañanas sin embargo por otro lado hay algunos trabajadores sobre todo en el turno de tardes que no son nada agradables,1,Hace 4 meses,bad
768,769,Victor Galan,menos 5 máquinas nuevas las demás están obsoletas y trilladas todas y los bancos igual como las mancuernas las nuevas son muy top pero el resto… y por no hablar del personal del gimnasio que tras 8 años entrenando no he visto cosa igual unos bordes chulos cuando están entrenando a chicas que son a las únicas que ayudan al resto nos dicen solo tonterías,1,Hace 4 meses,bad
769,770,Abel PM,gimnasio en mal estado de conservación general muy lleno de gente todas las pesas por ahí tiradas las pantallas apagadas llenísimo de gente… las duchas están destrozadas sale muy poca agua por momentos sale ardiendo y helada mala experiencia en general,2,Hace 9 meses,bad
770,771,will alves,excelente gimnasio con equipamientos modernos sauna y muy buen precio personal trainers te ayudan con las dudas,5,Hace 5 meses,good
771,772,Leonard Floricica,no lo recomiendo los moretones se involucran solo si les das dinero los servicios huelen muy mal y se están muy sucios y a pesar de que hay cuatro aires acondicionados casi nunca los ponen tienes que mendigar para que los conecten una pena manchar el nombre de cristiano ronaldo con este gimnasio,1,Hace 2 semanas,bad
772,773,Daniel Art Achim,todo fenomenal todo excelente final súper bien pero la música es para cortarte las venas muchas veces deberían de invertir un poco en poner pila los relojes y colocar mejor música para que se anime uno aquí se viene a entrenar no a llorar,4,Hace 3 meses,good
773,774,Isabel I ́m saso,hola soy isabel de im saso tengo que destacar la simpatía de la recepción michel y dani me aportaron un gran apoyo para entender el manejo la diversidad de máquinas clases salones y zonas para entrenar gracias,5,Fecha de edición: Hace 2 años,good
774,775,Maria Ortega,el gimnasio en sí es bueno con instalaciones bien equipadas y un ambiente agradable sin embargo la experiencia en la recepción deja que desear hay una chica con gafas que no suele ser muy amable y su actitud no ayuda a crear un ambiente positivo sería ideal contar con alguien que refleje el buen espíritu que el resto del equipo ofrece con un cambio en la atención al cliente este lugar sería perfecto,4,Hace un año,good
775,776,Carolina Sánchez-Medina Gómez,me gusta el gym pero no encienden el aire acondicionado no se puede entrenar si más entrar ya hace calor,1,Hace 3 meses,bad
776,777,RAMON MARTINEZ DE ARAGON,el sitio está bien y los empleados son estupendos falta por arreglar el baño turco no lo he visto funcionando nunca sale poca agua de las duchas la sauna vuelve a estar baja de temperatura a 70º debería estar en torno a 85º la música suele ser machacona de discoteca,4,Fecha de edición: Hace 5 meses,good
777,778,Jesús Arroyo,nunca en mi vida había ido a un gimnasio porque no he sentido la necesidad y la verdad es que no me sentía muy cómodo entre tanta máquina y la gente experta en gimnasios pero un amigo me recomendó hacer ejercicios de fuerza así que entré a este cerca de mi casa y la verdad es que fui con cero expectativas de seguir nada más entrar me dije que iba a durar 3 minutos en un gimnasio pero tuve la desgracia de toparme con un tipo que se llama juan que parece salido de una película de navidad qué persona más atenta cariñoso paciente yo que estaba deseando seguir con mi planteamiento de cero gimnasio en mi vida es que le he cogido el gusto a ir por allí a que me ayude con las máquinas y ejercicios por supuesto que voy siempre con él de entrenador personal y para vergüenza de mis planteamientos anteriores me saco bonos incluso vamos que el tipo me ha enganchado y voy todas las semanas pero lo peor no es eso es que además me siento mucho mejor y ahora parece que floto por la calle quién me ha visto y quién me ve menos mal que juan está en un gimnasio y no en una inmobiliaria que si no le compro un piso qué bárbaro muy agradecido de verdad al gimnasio porque personas como yo que nunca los hemos pisado es justo lo que necesitamos muchas gracias,5,Hace un año,good
778,779,Sergio Guijarro,uno de los mejores espacios para entrenar en los que he estado unos vestuarios muy cuidados y un personal encantador que a parte de recomendarte lo mejor te da siempre los buenos días …,5,Fecha de edición: Hace 2 años,good
779,780,Antoine M,normalmente no escribo reseñas pero esta vez me veo obligado a hacerlo fui a preguntar sobre los horarios de las clases y la chica bajita con gafas en la recepción es muy mal educada apenas hice una pregunta y me cortó señalando una pantalla como si no tuviera tiempo para ayudarme cuando insistí con otra duda su actitud fue aún peor después de esta experiencia revisé las reseñas y descubrí que no soy la única persona que se ha quejado del mal trato en la recepción sobre todo esta chica es preocupante que la gerencia no haya hecho nada al respecto este gimnasio tiene potencial pero la actitud de esa chica está espantando a muchos clientes,1,Hace un año,bad
780,781,Juampe,el gimnasio no está mal a nivel de máquinas pero es un auténtico caos nadie hace nada por tener los pesos ordenados o quitar los pesos si se han dejado de utilizar además el trato en recepción deja que desear y la mujer de la limpieza no para de pasar la fregona aunque haya gente entrenando en esa zona,2,Hace 10 meses,bad
781,782,Mauricio Marquez,laura la chica con gafas en la recepción es increíblemente grosera siempre tiene malas caras y parece disfrutar de ignorar a los clientes o hablarles con tono borde una vez le pedí ayuda y en lugar de resolver el problema me respondió de forma fría y despectiva además la he escuchado hablar mal de otros clientes cuando se van es inaceptable que alguien así trabaje de cara al público si la administración no toma medidas buscaré otro gimnasio,1,Hace un año,bad
782,783,Miguel de Gregorio,gimnasio muy recomendable por la calidad precio y por su personal me he tenido que dar de baja después 3 años y medio por motivos de mudanza lo mejor son sus socios y el personal en particular cristian dani y hugo siempre dispuestos a ayudar y de una calidad humana excelente el gimnasio tiene muchas máquinas y entrenas fluido incluso en días de mucha afluencia tiene algunos puntos de mejora que espero que trabajen sobre ellos ya que pasaría de ser un muy buen gimnasio a uno excelente espero que les vaya bien,5,Hace un año,good
783,784,Blanca Lili San Vicente,está bien pero no me gusta la señora de la limpieza que siempre está limpiando y me quita concentración en mi rutina deberían organizar su limpieza para no molestar a los clientes digo que bueno que esté super limpio y le quiera sacar brillo … ya he estado en otros gym y nunca me había pasado esto,3,Fecha de edición: Hace un año,good
784,785,Troya,siguen cobrando las cuotas a los socios cuando ese gym ya no existe de hace un mes igual que el centro comercial de al lado etc etc por qué seguir cobrando el mes entero de noviembre si el 29 octubre paso lo que pasó no pensasteis en bloquear los cobros? pregunto vais a devolver el dinero a todos los socios o os lo vais a quedar también?? llamas a madrid a preguntar y te cuelgan el teléfono sin darte una explicación! incompetentes ojalá perdáis muchos socios por lo que estáis haciendo que bastante tenemos con perder nuestra casa y vehículos y vosotros haciendo estas cosas ojala se sepa! ya me encargaré de decirlo por las redes sociales!,1,Fecha de edición: Hace 11 meses,bad
785,786,Mar Pedroviejo,excelente relación calidad precio buenas instalaciones y lo mejor de lo mejor los profesores no se puede ser mejores profesionales ni más amables he estado en muchos gimnasios y estos chicos son excepcionales muchas gracias a todos!,5,Hace un año,good
786,787,nataly pineda,me encanta el gimnasio son súper majos nonono es que no puedo con tanto …,5,Fecha de edición: Hace un mes,good
787,788,Rosa,trato excepcional por la srta sonia fuentes persona muy profesional y cualiificada siempre esta ahi atenta para ayudar a todos,5,Hace 5 meses,good
788,789,Juan Carlos Diaz Barrio,los trabajadores son muy antipático y la de la limpieza no sabe nada más que molestar y tampoco es un gimnasio como para que puedan entrenar culturista que presumen ser de alta competicion siempre está lleno de gente y hay que hacer cola para los aparatos,2,Hace un año,bad
789,790,jennyfer fernandez,llevo un mes apuntada y estoy encantada tienen buenas maquinas todas en perfecto estado tienen clases muy variadas tienen sauna y rayos uva el trato del personal es buenísimo! y aunque hay mucha gente entrenando pero se entrena sin tener que esperar demasiado muy completo y bien de precio!,5,Hace un año,good
790,791,Jani Barrantes,es un placer nuevamente dejar una reseña con la nueva integrante que tienen en recepción alba es una persona muy agradable carismática y sobretodo que ayuda y da soluciones a cualquier inquietud que tiene uno al igual que christian que llevo tiempo entrenando con él me a ayudado muchísimo en seguir esforzándome regresar después de una lesión y que este siempre dispuesto que uno crezca como persona,5,Fecha de edición: Hace 3 semanas,good
791,792,nestor pantoja,excelente gimnasio pero el único problema grabe es la música de pasarela que colocan esto es inhumano,3,Hace 3 meses,good
792,793,Andrés Candela,llevo yendo varios años a este gimnasio y nunca he puesto una queja sin embargo en los últimos 2 3 meses me he quejado varias veces en recepción porque todo el gimnasio está asqueroso las máquinas las esterillas moqueta de la 2ª planta taquillas vestuarios duchas… todo está lleno de porquería y es un auténtico asco la suciedad que hay por todas partes entiendo que los monitores y empleados no tienen la culpa pero desde luego desde la dirección están recortando costes en limpieza y es una vergüenza lo asqueroso que está todo,1,Hace 2 años,bad
793,794,Joaquin Lopez,mi experiencia es inmejorable el trato en recepcion es maravilloso con laura que es muy atenta y esta siempre pendiente de los clientes con su simpatia ademas los entrenamientos personales son una pasada con juan que te sabe motivar y saca el maximo partido maxima profesionalidad,5,Hace 11 meses,good
794,795,Keyg Delgado Calderon,este gimnasio es maravilloso con maquinaria de punta que no la encuentras en otros gimnasios precios buenos y buen ambiente lo único que echo de menos son mancuernas más pesadas creo que solo las tienen hasta 40 kilos y mantenimiento en una que otra máquina el resto genial,5,Hace 10 meses,good
795,796,Juan Antonio Alejo,buenas instalaciones precio inmejorable y trato excelente la cantidad de máquinas también es superior a la de otros gimnasios de la zona y el horario se adapta a las necesidades de un estudiante como yo ya que incluso abre los domingos también tiene fuente de agua potable dentro lo que es de agradecer,5,Hace 2 años,good
796,797,Ale935,gran gym y víctor el personal trainer y jefe es el mejor pregunten por el sobre rutinas si quieres cambiar tu cuerpo,5,Hace 7 meses,good
797,798,Yacknarela Caicedo,tengo 4 meses viniendo a este gimnasio y me voy a cambiar simplemente por que hay demasiada gente oliendo malllll dios mio es una locura no me ha pasado en otros gimnasios solo en este y el olor se mantiene dentro del gym lastima por que el gym me queda cerca de la casa,1,Hace 8 meses,bad
798,799,Alba,muy bien equipado tiene máquinas que en otros gimnasios no encuentras personal super amable y te ayudan y explican todo con mucha experiencia lo que no me queda claro es la sauna que creo que no está operativa y según veo en las reseñas había una,5,Hace un año,good
799,800,Javier Parreño Mota,excelente gimnasio soy socio desde septiembre y estoy muy satisfecho de haber tomado esta decisión tanto los monitor s como las personas de recepción prestan una atención excelente siempre con amabilidad y predisposición para resolver cualquier duda inconveniente que te surja las instalaciones muy completas y con una limpieza exquisita además de tener sauna baño turco gel en las duchas y toallas disponibles lo único que echo en falta en las instalaciones es una maquina de remos ha sido un gran acierto el haberme inscrito a este gimnasio,5,Hace 5 años,good
800,801,Abel Cañadilla Fuentes,el gimnasio cr7 maría de molina es una opción excelente para quienes buscan un espacio moderno y bien equipado para entrenar las instalaciones son de primer nivel con una amplia variedad de máquinas de última tecnología áreas bien organizadas y espacios amplios tanto para ejercicios de fuerza como para actividades cardiovasculares además ofrecen clases dirigidas uno de los aspectos más destacados es el personal en particular cristian el chico de recepción amable y profesional cristian se asegura de que cada miembro se sienta bienvenido desde el momento en que entra su disposición para ayudar ya sea respondiendo preguntas o resolviendo cualquier inconveniente hace que la experiencia sea mucho más cómoda siempre con una sonrisa cristian crea un ambiente acogedor y positivo lo que es clave para muchos miembros que valoran no solo la calidad del entrenamiento sino también el trato personal en resumen el gimnasio cr7 maría de molina no solo destaca por sus instalaciones de primera sino también por contar con personal como cristian quien contribuye a que el servicio sea de gran calidad y la experiencia de los usuarios excelente,5,Hace un año,good
801,802,gustavo bernal,he sido socio de cr7 ciudad lineal y por motivos empresariales tuvieron que cerrar a principios del mes de junio de este año a los socios nos informaron del cierre del gimnasio a través de correo electrónico y nos dieron las pautas a seguir para la devolución de las cuotas de los meses que no habíamos podido utilizar debido al cierre llevo casi tres meses esperando la devolución de las cuotas que pague por adelantado y siempre que me pongo en contacto con los responsables solo saben dar largas gestión pésima para los antiguos socios que se han visto perjudicados por un cierre y que de momento no han visto como sus cuotas no satisfechas les han sido devueltas pésima gestión por parte de los responsables,1,Hace 2 años,bad
802,803,Jose Jaime Saborit Zamorano,el sitio está bien personal amable en general salvo uno o dos lo que falla sobre todo es la modernidad en comparación con otros gimnasios por ejemplo no es normal que este gimnasio no disponga de una aplicación que te indique unas rutinas de ejercicio en la mayoría las hay y hace que uno se pierda con facilidad otros gimnasios tienen una llave magnética en la que guardas tu progreso en dicha aplicación y este gimnasio no lo tiene en horas puntas está bastante lleno y hace que la zona de maquinas y pesas sea algo inaccesible impidiendo hacer tu rutina con comodidad no está mal por el precio aún así y las clases guiadas están bien,3,Hace 7 años,good
803,804,Rosa Cabanes,buen ambiente buenas instalaciones y diversidad en las clases suele estar concurrido según horario lo normal hay bastantes cintas bicis elípticas tampoco suele haber problema de sitio en las clases hay varias zonas para hacer diferentes ejercicios con bastante material está muy bien los monitores son simpáticos y resolutivos,4,Hace 3 años,good
804,805,Gabriela Herrera,para el precio que tiene es una pasada las instalaciones cuidadas siempre está todo muy limpio en los baños hay secador de pelo y jabón en las duchas puedes alquilar toallas pero lo mejor es el personal todo el mundo majísimo siempre buscando un hueco para ayudarte incluso aunque esté todo lleno especialmente carlos es mi primera vez en un gimnasio llevo varios meses y estoy encantada,5,Hace 7 años,good
805,806,John,soy cliente desde hace un año y todo iba más o menos bien hasta este verano han subido los precios y bajado los servicios ofrecidos ahora nunca hay ni jabón en las duchas y cuando fui a avisarles me dijeron que el jabón era una cortesía vaya tela,1,Hace 2 años,bad
806,807,Maria Bravo De Laguna,llevo siendo socia muchos años es grande y con muchas maquinas lo recomiendo lo mejor del gimnasio es arturo un entrenador super creativo siempre te está motivando y adaptándose a tus necesidades la verdad es que para mí son arturo el gimnasio no tendría sentido me encanta es súper profesional lo recomiendo 100,5,Hace 2 años,good
807,808,Claudia Pérez Calvo,llevo años siendo socia del gym y me resulta muy cómodo con horarios de clases muy bien organizados y el personal siempre me ha tratado con mucho aprecio y amabilidad los pts han sido siempre muy buenos y las clases de zumba y de ciclo son lo más y cañeras especialmente las clases de arturo son mis favoritas lo recomiendo 100,5,Hace 2 años,good
808,809,Cristhian Ramos,podría ser un buen gimnasio si no fuera porque hay algunos niñatos que se hacen llamar entrenadores y en realidad son unos chulitos que van de sobrados chascando los dedos y creyéndose los dueños y ofendiendo a los clientes suerte tienen de no estar llenos de hojas de reclamación e incidencias decepcionante para los dueños están perdiendo dinero y a los becarios que van de sobrados un día se ganan una lección,1,Hace un año,bad
809,810,Montserrat Mata,hace años que acudo a este gimnasio tienen una gran variedad de clases y sobre todo cuentan con unos grandes profesionales trabajando en especial arturo sisniega quien no sólo imparte buenas clases sino que corrige posturas y adapta ejercicios si hay alguno que no puedes hacer altamente recomendable para los que ya hagan ejercicio y quieran mejorar o para los que quieran empezar,5,Hace 2 años,good
810,811,David Mateo Merino,el gym está bien y cubre casi todos los públicos lo malo a mejorar la ventilación y apesta bastante sobre todo apartir de las 17 18 sobre todo en verano cuesta estar dentro con tanta gente y calor,3,Fecha de edición: Hace un año,good
811,812,Irene López,año 2025 sigo esperando mi dinero en enero 2020 hice el pago de 5 meses completos tras el confinamiento parte de ese pago debe ser reembolsado como dispone el decreto ley de consumo a causa del covid 19 un centro serio se hace cargo y reembolsa el dinero ¿qué ha hecho el gimnasio? dejar de contestar mis mensajes cuando pregunto por whatsapp sobre el reembolso sí contestando previamente a otra consulta ajena a ello cuestionar mi motivo para no volver al gimnasio preguntarme si vivo fuera de madrid para lavarse así las manos por no poder ir en persona no coger el teléfono y tampoco contestar al correo electrónico correo electrónico que fue facilitado por los trabajadores de recepción cuando una amiga se personó en mi nombre para recibir el reembolso a la que le enseñaron un correo de carácter interno en el que respondían los correos de clientes que solicitaban el reembolso escudándose en el que el decreto no da una fecha límite para el reembolso por lo que pueden alargar esa devolución lo que quieran a ésta le dijeron que por favor tuviésemos paciencia esto hace un mes aproximadamente que contestaban a todos los correos mentira para librarse de ella en ese momento ¿cómo podemos calificar esto? ¿estafa? ¿timo? aprovechados por lo menos una vergüenza que una cadena nacional tenga como modus operandi este tipo de prácticas nada éticas por supuesto en cuanto me persone en el centro pondré una reclamación a consumo dejo constancia para que la persona que lea esto se piense dos veces si realmente es un gimnasio serio si esto no es suficiente las instalaciones solarium y duchas carecen de higiene al encargado de gestionar estas reseñas no necesito una respuesta programada ni algo cordial quiero mi dinero de vuelta actualización agosto 2022 más de dos años después sigo esperando la devolución de mi dinero 110€ sin comunicaciones sin noticias solo sé que siguen teniendo mi dinero,1,Fecha de edición: Hace 7 meses,bad
812,813,Romi,me gusta conocer nuevos gimnasios este me parece completo tiene varias máquinas buena sala de cardio una planilla completa de aulas dirigidas y en la recepción son muy amables solo le faltaría más refrigeración ahora en verano !,4,Hace un año,good
813,814,Argentina Doratt,es lamentable que un sitio como un gimnasio tenga mal personal cuando debería ser un sitio para estar todo menos en desagrado pero esto se ha pasado de las manos y he decidido salirme de mi membresía por un percance con el personal que pudiera ser extenso escribirlo acá y lo haré para que tomen esta reseña como importante para futuros clientes un personal pesado que ha ido buscando problema con su actitud de chulo ha dicho que recogiéramos los discos y así ha sido luego chascando dedos como si uno fuera un niño y hablando extremamente pesado y fuera de lugar amenazando con eliminar nuestra suscripción y al final he decidido irme de un gym que me sentía agusto que me gustaba por actitudes fuera de lugar porque no estaré entrenando en un lugar donde yo ya sienta una mala energía y mal rollo de ese nivel creo que como adultos deberíamos manejar mejor nuestras emociones y no creerse dueños hoy he ido a cancelar membresia y este tipo que ignoró su nombre en recepción no paraba de insinuar más y más alardeando y chuleando para llevarlo a uno a otro nivel no sé de qué van pero espero como clienta que mejoren su calidad yo de mi parte 4 años de ir allí no vuelvo más porque la paz mental es más importante ahora los que trabajáis allí no todos serán tan iguales a uno muy mal,1,Hace un año,bad
814,815,Diego Alvaro Moreta,muy decepcionado tras un problema con el cobro de la cuota anual esta gente por llamarla de alguna manera al proceder a hacerme el debido reembolso no solo se confunden de cuenta sino que me dicen que sienten mucho el error pero que no pueden solucionarlo y no voy a recibir mi dinero a pesar de todo y que dispongo de la conversacion en whatsapp en la que admiten su error con toda su prepotencia me incitan a denunciar y eso voy a hacer mierda de gym y de gentuza que lo dirige,1,Hace un año,bad
815,816,Cristina Mercant Martínez,las instalaciones no están mal tienen bastante variedad en cuanto a máquinas los baños son un desastre sucios con mosquitos huelen mal los entrenadores personales son atentos y amables sin duda lo mejor del gimnasio el personal de la recepción es amable cuando te vende pero al intentar darte de baja todo son todo pegas no te dan facilidades sólo puedes darte de baja si te personas allí les he pedido otras opciones y me las han negado igual piensan que debo viajar a madrid para darme de baja de un gimnasio cuando estaba allí se lo recomendé a mucha gente ahora no se lo recomendaría a nadie entiendo que quieran mantener clientes pero si alguien no puede seguir en el gimnasio deberían ser más humanos y amables y no tan impertinentes,2,Hace 6 años,bad
816,817,Ángel Herrero,esta es mi primera semana en el gimnasio y la verdad que estoy encantado el personal es my amable y cercano las instalaciones están bien cuidadas y son relativamente nuevas el precio está bien no es lo más barato que he visto nunca pero creo que merece la pena los vestuarios están bastante limpios hay jabón en las duchas y secadores en los vestuarios si buscas un gimnasio por la zona muy muy recomendado no le pongo las cinco estrellas porque cobran una especie de pago anual además de la mensualidad y matrícula cosa que me ha pasado solo en este gimnasio aún así reitero creo que está genial,4,Hace 7 años,good
817,818,Laura Valdaracete,inicio de temporada de la mejor forma posible muy recomendable las clases de 14 15h y siguientes víctor y daniel son top eso sí la paliza y las aguetas no te las quita nadie!!,5,Hace un año,good
818,819,Vicente J. Soriano Cuéllar,llevo siendo cliente de esta cadena de gimnasios desde hace más de 5 años teniendo la membresía de 2 años actualmente en este gimnasio de la cadena maria de molina hoy he tenido una experiencia muy desagradable con arturo sisnegado el que parece ser el gerente de este establecimiento una falta de respeto hacia un cliente habitual amenazándome con no dejarme entrar en el gimnasio de malas formas en tono de amenaza por el mero hecho de olvidarse la llave un trato soberbio y maleducado hacia un cliente habitual que dice mucho tanto de él como persona como de sus capacidades para gestionar un establecimiento nada que reprochar al resto del equipo del centro una pena tener un gerente si se puede llamar así a esta persona asi de jefe definitivamente no lo recomiendo,1,Hace 2 años,bad
819,820,Languages Services Abroad,yo he llamado por tf para solicitar información me ha atendido una chica cuyo nombre…no lo ha dicho tenía acento sudamericano por si eso ayuda a identificarla bien información lo que se dice información…¿poca? no ninguna he entrado en internet a ver la web y he visto la sección de reseñas lo que necesitaba para convencerme de…no apuntarme a este gimnasio me quedo con la impresión de que no les apetece tener más socios no sé si es por mala suerte de que me haya atendido la persona con menos ganas de trabajar de ese centro o si es porque es algo generalizado no sé lo que es el servicio peak no sé qué servicio incluye y cómo funciona el entrenador personal ni su horario el tema de las taquillas etc… nada bueno he llamado al metropolitan y al viva gym alguien lo menciona en su reseña y he querido probar bien pues en estos dos hay diferencia de precio sí menuda diferencia en el trato telefónico os puedo explicar todo como si fuese yo una trabajadora de uno de esos dos centros y en los dos han ofrecido la opción de ven a vernos y conoces nuestras instalaciones ya no digo que te regalen un día no las cosas hay que pagarlas oye pero no hay color solo por ese pequeño gran detalle han perdido un cliente potencial y ahora vendrán con la típica respuesta programada de sentimos tu impresión o peor igualándose a ven a conocernos y los servicios por los que preguntas sonxxxxxxxxxx ¿apostamos algo? enhorabuena a los que tenéis buena experiencia con ese gimnasio es una pena yo trabajo al lado y me venía muy bien por cercanía ahora que volvemos al trabajo presencial pero…,1,Hace 3 años,bad
820,821,Guillermo De Zavala Diaz,gimnasio con un trato nefasto al cliente por parte de alguno de sus monitores no de todos no puedes gritar ni un poco por el esfuerzo del levantamiento de fuerza tienes que dejar las pesas con cuidado en el suelo no vaya a ser que te vengan a echar del gimnasio tienes que estar atento de cualquier mínimo detalle no vaya a ser que les sienten mal hay formas y formas de decir las cosas poco humano y muy comercial,1,Hace 5 años,bad
821,822,Nazaret Martínez,la recepción y el encargado hacen una gestión pésima he ido a darme de baja dentro del plazo estipulado por contrato y refieren no hacerlo porque el ordenador no les deja le indico a la chica que avise al encargado el cual aparece en recepción sin mirarme a la cara y de malos modos expresa hoy ya no se puede y si no quiere que ponga reclamación a consumo dado que es la única solución procedo me entregan la copia equivocada la reclamo me enseñan una fotocopia diferente diciendo que da igual el color de la hoja le vuelvo a indicar que debo quedarme con la copia ejemplar para la administración para llevarla a consumo en fin un continuo de intentos de engaño para no rellenar la hoja correctamente y una atención pésima por parte del encargado que queda vigente que no tiene ningún interés por la satisfacción del cliente pensaba volver al gimnasio en unos meses pero con este trato no vuelvo a pisar por allí si necesitan otras condiciones distintas a las que pone el contraro cámbienlo pero no intenten engañar al cliente,1,Hace 3 años,bad
822,823,Juan Antonio,magnífico gimnasio muy equipado con una variedad de máquinas difícilmente encontrable en otros gimnasios excelente todo el personal así como los entrenadores de lo mejor en madrid actualmente muy recomendable,5,Fecha de edición: Hace 9 meses,good
823,824,Felix Gaubeka,no hay mal que por bien no venga después de meses apuntado y con problemas de pago por incidencias en el cobro por parte del gimnasio ayer intente ir a entrenar… la semana pasada no me funcionó el torno y la chica de recepción me dijo que seria que todavía no me habrían cobrado como ya paso en otra ocasión me pide que pague en ese momento y le digo que perfecto pero me doy cuenta que no llevo la cartera vivo a 5 minutos y a veces se me olvida además de confirmarle con sinceridad que el problema es que he cambiado de tarjeta y la que tenían ha sido dada de baja me dice que si no pago no puedo entrar que vaya al banco creo que ni me escuchó lo que le dije le digo que mañana iría a entrenar y pagaría y me dice que si no pago no puedo entrar en ese momento confirmé en el tipo de gimnasio en el que estaba y pedí la baja menos mal que no tienen mi tarjeta nueva… a veces las cosas pasan por algo hoy vuelto al viva gym de príncipe de vergara del que me quite por problemas en la pandemia y las restricciones de movilidad vuelvo al gimnasio en el que estuve más de 2 años sin problemas con buen trato y limpio……no hay mal que por bien no venga ya que además hay promoción sin matricula y la mensualidad un euro mas barata,1,Hace 4 años,bad
824,825,Úrsula Viera Angulo,maravilloso!!! personal de recepción agradable y eficiente clases variadas y entretenidas calidad de los profesores insuperable limpio limpísimo buen ambiente vestuario con miles de taquillas y bastantes duchas todo genial de verdad llevo 15 años de gimnasio en gimnasio y nunca vi tanto por tan poco,5,Hace 4 años,good
825,826,Juan A. T.,buenas vengo del gym cr7 de ciudad lineal que han cerrado hace mes y medio me han pasado este centro como contacto para reclamar la devolución de la cuota de mto del 2023 y el recibo del mes de jun 23 que injustificadamente han cobrado por supuesto que no soy el único ya que hay muchos mas afectados no me parece nada serio lo que están haciendo ya que todo han sido buenas palabras y nada mas,1,Hace 2 años,bad
826,827,Luis Narváez,todo bien limpio buenos monitores las clases colectivas todos los empleados muy simpáticos pero faltan máquinas solo una de press de banca horizontal por ejemplo hay que ir a horas en que no haya mucha gente pero bien en general,4,Hace 4 años,good
827,828,Maria Pérez-Durias Ureta,muchos años en este gym y para mí es el mejor!!!,5,Hace 5 meses,good
828,829,Ricardo,los primeros años bien ahora ya las cuotas se han disparado y el gym no es que tenga muchas máquinas o espacio para compararse con otros que cuestan lo mismo o menos lo peor es que incumplen contrato los cambios se hacen con margen de 30 días pues no es así hay que estar pendientes de todo,2,Fecha de edición: Hace 5 años,bad
829,830,raul perez,la clase hoy de ciclo de las 19 30 horas no se ha impartido después de que todas las personas estábamos presentes en clase esperando su comienzo han tenido problemas con la conexión de internet y el profesor en vez de dar la clase de una forma alternativa conectando mismamente el móvil al equipo de sonido o algo similar ha cogido y se ha marchado dejando a la gente tirada en clase pocas ganas de trabajar es lo que ha parecido que tenía el monitor de hoy,1,Hace 2 años,bad
830,831,Gio Pezzo,una vergüenza …las maquinas malísimas …y te cobran los meses incluso habiéndote dado de baja cuidado! yo no lo recomendaría jamás y tienen muchas más reclamaciones como esta! cuidado y el tal arturo este como se puede ver en los comentarios anteriores es un maleducado y no se que se cree que es pero es la peor imagen para este gym y para la cadena,1,Hace 2 años,bad
831,832,Kristofer miguel limay carré,buena relación calidad precio de las instalaciones pero las apariencias no lo son todo se corrobora lo comentado trato que deja bastante que desear hacia los clientes entre muchas cosas hago enfásis en el tema del cierre incomprensiblemente apagan las luces sin avisar hasta 15 minutos antes quizás esperando que tropieces con alguna pesa si intentas pedir explicaciones te tratan gritando y de forma chabacana 0 calidad humana de muchos que conforman el equipo los hay con mejor trato y más amplitud horaria,1,Fecha de edición: Hace 5 años,bad
832,833,Omar Castellanos,ofrecen buenas instalaciones por un precio bastante bueno lo recomiendo menos en las horas puntas,4,Fecha de edición: Hace 8 años,good
833,834,Antea Cabanellas Arroyaga,tiene todas las máquinas posibles para trabajar cada músculo del cuerpo incluso tiene máquinas distintas para trabajar un mismo músculo para hacerlo de forma distinta relación calidad precio muy buena tienen sauna y baño turco también tienen buenas máquinas para cardio las clases colectivas están muy bien muy buena atención al cliente por parte de los entrenadores personales,5,Hace 6 años,good
834,835,gabu agre,buenas máquinas pero sus salas tienen problemas de goteras humedad los baños dejan con puerta abierta para q ventile en pleno invierno porque ya llevan dos años con problemas de calefacción los monitores no te ayudan en nada sólo ayudan a los que pagan extra por entrenador y eso cuesta como 100 euros 3 sesiones el trato deja mucho que desear,1,Hace 6 años,bad
835,836,Andres sampedro,el gimnasio es la bomba el personal podría ser mucho mas amable y no tratarte como si te estuvieran haciendo un favor dejándote entrar hay un chico que si que es muy amable y te trata bien entiendo que es madrid hay mucha gente y no les hace falta prestar un buen servicio de atención al cliente para tener altos niveles de ocupación pero a mi entender eso no justifica los malos modales adicionalmente se viven situaciones desagradables como por ejemplo ver a uno de los trabajadores colocando pesas con los pantalones caídos y su ropa interior al descubierto lo cual no es de muy buen gusto considero que los pequeños detalles importan y mas en este tipo de negocios que son un servicio para aquellos que elegimos pagar y disfrutarlos the gym is amazing the staff could be much more nice the behave as they are doing you a favor letting you train there i understand that in a city as madrid there is no need to be client focus to get high levels of occupation nevertheless that not justify bad manners in addition there is s guy of the staff who shows his underwear while working which is a little bit unconfortable to see i believe that little details counts and this kind of business are a service for the people who decide to pay and enjoy them,1,Fecha de edición: Hace un año,bad
836,837,raquel cogolludo,he ido hoy a informarme para empezar en septiembre y mi experiencia ha sido buenísima carlos el monitor que me ha recibido y mostrado el gimnasio ha sido un encanto si tenía alguna duda al dar con él han desaparido espero quedar tan satisfecha cuando comience mis clases,5,Hace 7 años,good
